0,0,0,0,0,0
0.72,0.01256604,0.025131088,0.037694482,0.050255561,0.062813665
1.44,0.025130095,0.050252255,0.07536119,0.100451618,0.125518265
2.16,0.037690183,0.075353585,0.11297238,0.150528778,0.188005041
2.88,0.050244318,0.100425176,0.150500372,0.200427867,0.250165845
3.6,0.06279052,0.125457136,0.187917575,0.250090046,0.311893445
4.32,0.075326806,0.1504396,0.22519652,0.299456916,0.373081826
5.04,0.087851197,0.175362726,0.262309895,0.348470626,0.433626484
5.76,0.100361715,0.200216705,0.299230566,0.397073982,0.493424717
6.48,0.112856385,0.224991765,0.335931614,0.445210555,0.552375914
7.2,0.125333234,0.249678177,0.372386361,0.49282478,0.61038183
7.92,0.137790291,0.274266258,0.408568404,0.539862061,0.667346859
8.64,0.150225589,0.29874638,0.444451635,0.586268873,0.723178294
9.36,0.162637165,0.32310897,0.480010281,0.631992855,0.777786581
10.08,0.175023059,0.347344521,0.515218921,0.676982912,0.83108556
10.8,0.187381315,0.371443591,0.550052523,0.721189299,0.882992698
11.52,0.199709981,0.395396814,0.584486464,0.76456372,0.933429305
12.24,0.21200711,0.4191949,0.618496561,0.807059407,0.982320743
12.96,0.224270761,0.442828644,0.652059098,0.848631206,1.029596617
13.68,0.236498997,0.466288927,0.685150846,0.889235659,1.075190956
14.4,0.248689887,0.489566724,0.717749093,0.928831074,1.119042377
15.12,0.260841506,0.512653107,0.749831666,0.967377605,1.161094237
15.84,0.272951936,0.53553925,0.781376956,1.004837312,1.201294762
16.56,0.285019262,0.558216436,0.81236394,1.041174233,1.239597173
17.28,0.297041582,0.580676056,0.8427722,1.076354436,1.275959781
18,0.309016994,0.602909621,0.872581952,1.110346081,1.310346081
18.72,0.32094361,0.624908759,0.901774058,1.143119468,1.342724814
19.44,0.332819545,0.646665225,0.930330052,1.174647083,1.373070024
20.16,0.344642923,0.668170904,0.958232156,1.204903642,1.401361092
20.88,0.356411879,0.689417812,0.985463295,1.233866123,1.427582755
21.6,0.368124553,0.710398106,1.012007123,1.261513805,1.451725109
22.32,0.379779096,0.73110408,1.03784803,1.287828291,1.473783588
23.04,0.391373667,0.751528179,1.06297116,1.312793528,1.493758939
23.76,0.402906436,0.771662994,1.087362429,1.336395832,1.511657168
24.48,0.414375581,0.791501271,1.111008534,1.358623891,1.527489476
25.2,0.425779292,0.811035913,1.133896967,1.379468779,1.541272178
25.92,0.437115767,0.830259983,1.156016024,1.398923957,1.553026606
26.64,0.448383216,0.849166709,1.17735482,1.416985267,1.562778993
27.36,0.459579861,0.867749486,1.197903295,1.433650929,1.57056035
28.08,0.470703932,0.886001882,1.217652221,1.448921522,1.57640632
28.8,0.481753674,0.903917637,1.236593213,1.462799976,1.580357027
29.52,0.492727342,0.92149067,1.254718733,1.475291539,1.582456898
30.24,0.503623202,0.938715079,1.272022094,1.486403758,1.582754493
30.96,0.514439534,0.955585147,1.288497466,1.496146441,1.581302299
31.68,0.52517463,0.972095342,1.304139878,1.504531625,1.578156535
32.4,0.535826795,0.988240321,1.318945222,1.511573532,1.573376931
33.12,0.546394347,1.004014933,1.332910248,1.517288527,1.567026505
33.84,0.556875616,1.01941422,1.346032571,1.521695063,1.559171326
34.56,0.567268949,1.03443342,1.358310665,1.524813632,1.549880278
35.28,0.577572703,1.049067971,1.369743862,1.526666702,1.539224806
36,0.587785252,1.06331351,1.380332349,1.527278662,1.527278662
36.72,0.597904983,1.077165878,1.390077163,1.52667575,1.514117646
37.44,0.607930298,1.090621117,1.398980186,1.524885986,1.49981934
38.16,0.617859613,1.10367548,1.407044136,1.521939102,1.484462839
38.88,0.627691361,1.116325423,1.414272564,1.51786646,1.468128482
39.6,0.63742399,1.128567615,1.420669842,1.51270098,1.450897581
40.32,0.647055962,1.140398934,1.426241152,1.506477055,1.432852144
41.04,0.656585756,1.151816469,1.430992482,1.499230466,1.414074608
41.76,0.666011867,1.162817523,1.434930606,1.490998297,1.394647562
42.48,0.675332808,1.173399613,1.438063079,1.481818844,1.374653485
43.2,0.684547106,1.18356047,1.440398218,1.471731526,1.354174476
43.92,0.693653306,1.193298042,1.441945091,1.460776792,1.333291994
44.64,0.70264997,1.202610492,1.4427135,1.448996024,1.312086603
45.36,0.711535677,1.211496199,1.442713968,1.436431444,1.290637719
46.08,0.720309025,1.219953761,1.441957717,1.423126016,1.269023367
46.8,0.728968627,1.227981992,1.440456655,1.409123346,1.247319948
47.52,0.737513117,1.235579922,1.438223354,1.39446759,1.225602005
48.24,0.745941145,1.242746801,1.435271035,1.379203345,1.203942009
48.96,0.754251381,1.249482094,1.431613542,1.363375559,1.182410148
49.68,0.762442511,1.255785483,1.427265328,1.347029425,1.161074128
50.4,0.770513243,1.261656868,1.422241426,1.330210288,1.139998985
51.12,0.778462302,1.267096363,1.416557435,1.31296354,1.119246908
51.84,0.786288432,1.272104299,1.410229492,1.295334527,1.098877077
52.56,0.793990399,1.276681218,1.40327425,1.277368449,1.078945509
53.28,0.801566985,1.280827879,1.395708854,1.259110267,1.059504921
54,0.809016994,1.284545253,1.387550917,1.240604604,1.040604604
54.72,0.816339251,1.287834519,1.378818497,1.221895657,1.022290311
55.44,0.823532598,1.290697069,1.369530068,1.203027101,1.004604161
56.16,0.830595899,1.293134503,1.359704496,1.184042004,0.987584554
56.88,0.83752804,1.295148626,1.349361015,1.164982735,0.971266103
57.6,0.844327926,1.296741452,1.338519196,1.145890886,0.955679582
58.32,0.850994482,1.297915194,1.327198926,1.12680718,0.940851883
59.04,0.857526656,1.298672269,1.315420375,1.107771401,0.92680599
59.76,0.863923417,1.299015295,1.303203974,1.08882231,0.913560974
60.48,0.870183755,1.298947083,1.290570384,1.069997578,0.901131993
61.2,0.87630668,1.298470643,1.27754047,1.051333707,0.889530308
61.92,0.882291226,1.297589176,1.264135271,1.032865969,0.878763321
62.64,0.888136449,1.296306074,1.250375977,1.014628343,0.868834618
63.36,0.893841424,1.294624917,1.236283897,0.99665345,0.859744028
64.08,0.899405252,1.292549468,1.221880431,0.978972498,0.8514877
64.8,0.904827052,1.290083674,1.207187045,0.961615232,0.844058182
65.52,0.910105971,1.287231661,1.19222524,0.944609884,0.837444525
66.24,0.915241173,1.283997731,1.177016528,0.927983126,0.831632391
66.96,0.920231847,1.28038636,1.1615824,0.911760032,0.826604174
67.68,0.925077207,1.276402192,1.145944303,0.895964042,0.822339131
68.4,0.929776486,1.272050039,1.130123608,0.880616926,0.818813527
69.12,0.934328942,1.267334876,1.114141589,0.865738762,0.816000784
69.84,0.938733858,1.262261838,1.098019391,0.851347905,0.813871642
70.56,0.942990536,1.256836217,1.081778007,0.837460976,0.812394329
71.28,0.947098305,1.251063454,1.065438248,0.824092839,0.811534735
72,0.951056516,1.244949142,1.049020725,0.811256596,0.811256596
72.72,0.954864545,1.238499019,1.032545815,0.798963579,0.811521683
73.44,0.958521789,1.231718962,1.016033642,0.787223349,0.812289995
74.16,0.962027672,1.224614987,0.999504051,0.776043694,0.813519957
74.88,0.965381639,1.21719324,0.982976583,0.765430644,0.815168622
75.6,0.968583161,1.209459998,0.966470456,0.755388474,0.817191873
76.32,0.971631733,1.201421663,0.950004536,0.745919724,0.819544634
